----------- Test Dataset #1 -----------

--- As Tested At ---


,  


Date/Time Tested: 2021-03-15 15:18:39

--- Customer ---
Name     : UCR CE-CER Test  Vehicle
Address  : 
           ,  
Phone    : 

--- Vehicle ---
VIN           : 3AKJGBDV7FSGD9027
License Plate : 9E43660
Yr/Make/Model : 2014 / Freightliner / 


--- Test Data ---

Filter Mode : FIR
Filter Level: 60

        Time,       Time,   Distance,      Speed,   Fr Speed,   Rr Speed, Accelerati, Fr Acceler, Rr Acceler,   Dyno Cmd, Dyno Targe, Dyno Feedb, Dyno Outpu, Brake Feed, Brake Outp,  Brake Pos, FWD Wheelb, PAU Torque, Para Torqu, Accel Torq, Static Tor, Total Torq,  PAU Force, Para Force, Accel Forc, Static For, Total Forc,  PAU Power, Para Power, Accel Powe, Static Pow, Total Powe, WS Tempera, WS Pressur, WS Rel Hum, Primary Ab, Secondary 
       8.053,      8.053,      0.009,       10.4,          0,          0,        1.6,        0.0,        0.0,     3980.5,     3980.5,     4056.9,        2.2,        0.0,        0.0,        0.0,        0.0,       3814,        243,       6752,       4057,      10809,       1907,        122,       3770,       2028,       5404,         53,          3,         93,         56,        149,         51,       20.0,         63,     1777.2,     1817.0
       9.053,      9.053,      0.012,       10.0,          0,          0,       -0.6,        0.0,        0.0,      797.7,      797.7,     2935.5,        1.4,        0.0,        0.0,        0.0,        0.0,       2694,        242,      -2516,       2936,        419,       1347,        121,       -824,       1468,        210,         36,          3,        -34,         39,          6,         51,       20.0,         63,     1225.4,     1276.5
      10.053,     10.053,      0.014,       10.7,          0,          0,        1.1,        0.0,        0.0,     2692.1,     2692.1,     2153.8,        1.0,        0.0,        0.0,        0.0,        0.0,       1909,        245,       4440,       2154,       6594,        955,        122,       1412,       1077,       3297,         27,          3,         64,         31,         95,         51,       20.0,         63,      842.9,      894.0
      11.053,     11.053,      0.018,       12.4,          0,          0,        1.7,        0.0,        0.0,     3714.8,     3714.8,     2833.4,        1.5,        0.0,        0.0,        0.0,        0.0,       2583,        251,       7065,       2833,       9898,       1291,        125,       3364,       1417,       4949,         43,          4,        117,         47,        164,         51,       20.0,         63,     1173.4,     1220.4
      12.053,     12.053,      0.021,       14.0,          0,          0,        1.5,        0.0,        0.0,     3589.4,     3589.4,     3435.3,        1.8,        0.0,        0.0,        0.0,        0.0,       3178,        257,       6013,       3435,       9448,       1589,        128,       3459,       1718,       4724,         60,          5,        112,         64,        177,         51,       20.0,         63,     1465.7,     1509.0
      13.053,     13.053,      0.025,       13.7,          0,          0,       -0.4,        0.0,        0.0,      930.2,      930.2,     2507.4,        1.2,        0.0,        0.0,        0.0,        0.0,       2252,        256,      -1737,       2507,        771,       1126,        128,       -726,       1254,        385,         41,          5,        -32,         46,         14,         51,       20.0,         63,     1011.4,     1059.6
      14.053,     14.053,      0.029,       14.1,          0,          0,        0.6,        0.0,        0.0,     2023.1,     2023.1,     1916.1,        0.9,        0.0,        0.0,        0.0,        0.0,       1659,        257,       2413,       1916,       4329,        829,        129,        987,        958,       2165,         31,          5,         46,         36,         82,         51,       20.0,         63,      723.0,      769.7
      15.053,     15.053,      0.033,       14.1,          0,          0,        0.1,        0.0,        0.0,     1289.0,     1289.0,     1619.0,        0.7,        0.0,        0.0,        0.0,        0.0,       1362,        257,        313,       1619,       1932,        681,        129,         -2,        810,        966,         26,          5,          6,         30,         36,         51,       20.0,         63,      575.9,      627.1
      16.053,     16.053,      0.037,       14.7,          0,          0,        0.8,        0.0,        0.0,     2183.1,     2183.1,     1607.1,        0.7,        0.0,        0.0,        0.0,        0.0,       1348,        259,       3231,       1607,       4838,        674,        130,       1132,        804,       2419,         26,          5,         64,         31,         95,         51,       20.0,         63,      566.1,      623.4
      17.053,     17.053,      0.041,       16.0,          0,          0,        1.3,        0.0,        0.0,     3083.1,     3083.1,     2304.2,        1.2,        0.0,        0.0,        0.0,        0.0,       2038,        266,       5435,       2304,       7740,       1019,        133,       2674,       1152,       3870,         44,          6,        116,         49,        165,         51,       20.0,         63,      903.0,      959.9
      18.053,     18.053,      0.046,       17.6,          0,          0,        1.6,        0.0,        0.0,     3709.9,     3709.9,     2976.1,        1.6,        0.0,        0.0,        0.0,        0.0,       2701,        275,       6761,       2976,       9738,       1351,        137,       3277,       1488,       4869,         63,          6,        159,         70,        228,         51,       20.0,         63,     1230.6,     1279.1
      19.053,     19.053,      0.051,       19.0,          0,          0,        1.0,        0.0,        0.0,     3090.2,     3090.2,     3440.9,        1.8,        0.0,        0.0,        0.0,        0.0,       3158,        282,       4224,       3441,       7664,       1579,        141,       2937,       1720,       3832,         80,          7,        107,         87,        194,         51,       20.0,         63,     1452.2,     1503.1
      20.053,     20.053,      0.056,       18.5,          0,          0,       -0.7,        0.0,        0.0,      631.7,      631.7,     2391.5,        1.1,        0.0,        0.0,        0.0,        0.0,       2112,        280,      -2741,       2392,       -349,       1056,        140,       -994,       1196,       -175,         52,          7,        -68,         59,         -9,         51,       20.0,         63,      938.1,      996.4
      21.053,     21.053,      0.061,       18.1,          0,          0,       -0.4,        0.0,        0.0,      695.6,      695.6,     1338.7,        0.5,        0.0,        0.0,        0.0,        0.0,       1061,        277,      -1464,       1339,       -125,        531,        139,       -924,        669,        -63,         26,          7,        -35,         32,         -3,         51,       20.0,         63,      428.2,      481.8
      22.053,     22.053,      0.066,       17.8,          0,          0,       -0.2,        0.0,        0.0,      832.8,      832.8,      963.1,        0.3,        0.0,        0.0,        0.0,        0.0,        687,        276,       -633,        963,        331,        344,        138,       -549,        482,        165,         16,          7,        -15,         23,          8,         51,       20.0,         63,      248.3,      296.7
      23.053,     23.053,      0.071,       17.4,          0,          0,       -0.6,        0.0,        0.0,      211.0,      211.0,      705.5,        0.1,        0.0,        0.0,        0.0,        0.0,        432,        273,      -2390,        705,      -1685,        216,        137,      -1080,        353,       -842,         10,          6,        -55,         16,        -39,         51,       20.0,         63,      120.8,      175.4
      24.053,     24.053,      0.076,       17.0,          0,          0,        0.0,        0.0,        0.0,      791.6,      791.6,      423.6,        0.0,        0.0,        0.0,        0.0,        0.0,        152,        272,       -201,        424,        223,         76,        136,       -715,        212,        111,          3,          6,         -4,         10,          5,         51,       20.0,         63,      -15.8,       38.1
      25.053,     25.053,      0.081,       17.4,          0,          0,        0.3,        0.0,        0.0,     1351.1,     1351.1,      935.8,        0.3,        0.0,        0.0,        0.0,        0.0,        662,        274,       1103,        936,       2039,        331,        137,        647,        468,       1019,         15,          6,         26,         22,         47,         51,       20.0,         62,      234.5,      286.2
      26.053,     26.053,      0.086,       17.4,          0,          0,        0.1,        0.0,        0.0,     1212.4,     1212.4,     1071.4,        0.4,        0.0,        0.0,        0.0,        0.0,        798,        274,        513,       1071,       1584,        399,        137,        160,        536,        792,         19,          6,         12,         25,         37,         51,       20.0,         62,      296.4,      356.4
      27.053,     27.053,      0.090,       17.5,          0,          0,        0.1,        0.0,        0.0,     1240.1,     1240.1,     1131.7,        0.4,        0.0,        0.0,        0.0,        0.0,        857,        274,        540,       1132,       1672,        429,        137,        200,        566,        836,         20,          6,         13,         26,         39,         51,       20.0,         62,      330.2,      380.8
      28.053,     28.053,      0.095,       17.4,          0,          0,       -0.2,        0.0,        0.0,      774.8,      774.8,     1054.8,        0.3,        0.0,        0.0,        0.0,        0.0,        781,        273,       -898,       1055,        157,        391,        137,       -332,        527,         78,         18,          6,        -21,         24,          4,         51,       20.0,         62,      293.2,      343.7
      29.053,     29.053,      0.100,       16.9,          0,          0,       -0.5,        0.0,        0.0,      289.8,      289.8,      751.8,        0.2,        0.0,        0.0,        0.0,        0.0,        481,        271,      -2165,        752,      -1413,        240,        136,       -870,        376,       -707,         11,          6,        -49,         17,        -32,         51,       20.0,         62,      146.6,      197.2
      30.053,     30.053,      0.105,       15.9,          0,          0,       -1.0,        0.0,        0.0,     -440.5,     -440.5,      144.0,       -0.2,        0.0,        0.0,        0.0,        0.0,       -122,        266,      -3913,        144,      -3769,        -61,        133,      -1975,         72,      -1884,         -3,          6,        -83,          3,        -80,         51,       20.0,         62,     -161.1,      -90.1
      31.053,     31.053,      0.109,       14.7,          0,          0,       -1.3,        0.0,        0.0,    -1027.7,    -1027.7,     -362.7,       -0.5,        0.0,        0.0,        0.0,        0.0,       -622,        260,      -5289,       -363,      -5652,       -311,        130,      -2500,       -181,      -2826,        -12,          5,       -104,         -7,       -111,         51,       20.0,         62,     -418.6,     -337.8
      32.053,     32.053,      0.113,       13.1,          0,          0,       -1.7,        0.0,        0.0,    -1715.2,    -1715.2,     -963.5,       -0.9,        0.0,        0.0,        0.0,        0.0,      -1217,        254,      -6893,       -963,      -7856,       -609,        127,      -3278,       -482,      -3928,        -21,          4,       -121,        -17,       -137,         51,       20.0,         62,     -721.9,     -634.9
      33.053,     33.053,      0.116,       11.2,          0,          0,       -2.1,        0.0,        0.0,    -2501.0,    -2501.0,    -1587.4,       -1.3,        0.0,        0.0,        0.0,        0.0,      -1834,        246,      -8791,      -1587,     -10378,       -917,        123,      -4075,       -794,      -5189,        -27,          4,       -130,        -24,       -154,         51,       20.0,         62,    -1033.7,     -945.5
      34.053,     34.053,      0.119,        8.7,          0,          0,       -2.5,        0.0,        0.0,    -3257.1,    -3257.1,    -2364.3,       -1.8,        0.0,        0.0,        0.0,        0.0,      -2595,        231,     -10438,      -2364,     -12802,      -1298,        115,      -5097,      -1182,      -6401,        -30,          3,       -121,        -27,       -148,         51,       20.0,         62,    -1418.9,    -1329.2
      35.053,     35.053,      0.121,        6.6,          0,          0,       -2.0,        0.0,        0.0,    -2657.5,    -2657.5,    -2728.1,       -1.9,        0.0,        0.0,        0.0,        0.0,      -2942,        214,      -8086,      -2728,     -10814,      -1471,        107,      -4215,      -1364,      -5407,        -26,          2,        -71,        -24,        -95,         51,       20.0,         62,    -1594.1,    -1503.7
      36.053,     36.053,      0.122,        4.6,          0,          0,       -2.1,        0.0,        0.0,    -2811.0,    -2811.0,    -2727.8,       -1.9,        0.0,        0.0,        0.0,        0.0,      -2928,        201,      -8566,      -2728,     -11294,      -1464,        100,      -4193,      -1364,      -5647,        -18,          1,        -52,        -17,        -69,         51,       20.0,         62,    -1586.4,    -1497.9
      37.053,     37.053,      0.123,        2.4,          0,          0,       -2.3,        0.0,        0.0,    -3130.3,    -3130.3,    -2924.0,       -2.0,        0.0,        0.0,        0.0,        0.0,      -3124,        200,      -9399,      -2924,     -12323,      -1562,        100,      -4628,      -1462,      -6161,        -10,          1,        -30,         -9,        -39,         51,       20.0,         62,    -1694.6,    -1587.7
      38.053,     38.053,      0.124,        0.2,          0,          0,       -2.8,        0.0,        0.0,    -4027.7,    -4027.7,    -3554.2,       -2.4,        0.0,        0.0,        0.0,        0.0,      -3754,        200,     -11695,      -3554,     -15249,      -1877,        100,      -6399,      -1777,      -7624,         -1,          0,         -4,         -1,         -4,         51,       20.0,         62,    -2018.0,    -1900.5
      39.053,     39.053,      0.124,        0.0,          0,          0,       -0.1,        0.0,        0.0,     -227.3,     -227.3,    -2520.3,       -1.4,        0.0,        0.0,        0.0,        0.0,      -2721,        200,       -315,      -2520,      -2835,      -1360,        100,       -600,      -1260,      -1417,          0,          0,          0,          0,          0,         51,       20.0,         62,    -1494.9,    -1379.9
      40.053,     40.053,      0.124,        0.0,          0,          0,        0.0,        0.0,        0.0,      269.8,      269.8,    -1207.2,       -0.5,        0.0,        0.0,        0.0,        0.0,      -1407,        200,         -4,      -1207,      -1211,       -704,        100,        -16,       -604,       -606,          0,          0,          0,          0,          0,         51,       20.0,         62,     -885.3,     -665.1
      41.053,     41.053,      0.124,        0.0,          0,          0,        0.0,        0.0,        0.0,      628.0,      628.0,      -41.2,        0.1,        0.0,        0.0,        0.0,        0.0,       -241,        200,          0,        -41,        -41,       -121,        100,          0,        -21,        -21,          0,          0,          0,          0,          0,         51,       20.0,         62,     -276.7,      -98.0
      42.053,     42.053,      0.124,        0.0,          0,          0,        0.0,        0.0,        0.0,     1102.8,     1102.8,     1425.9,        0.1,        0.0,        0.0,        0.0,        0.0,       1226,        200,         84,       1426,       1510,        613,        100,          8,        713,        755,          0,          0,          0,          0,          0,         51,       20.0,         62,      500.6,      569.8
      43.053,     43.053,      0.124,        0.4,          0,          0,        0.6,        0.0,        0.0,     2137.5,     2137.5,     2262.6,       -0.2,        0.0,        0.0,        0.0,        0.0,       2062,        200,       2627,       2263,       4889,       1031,        100,        654,       1131,       2445,          1,          0,          2,          1,          3,         51,       20.0,         62,      914.1,      972.2
      44.053,     44.053,      0.124,        2.1,          0,          0,        1.8,        0.0,        0.0,     3908.9,     3908.9,     3334.6,       -0.1,        0.0,        0.0,        0.0,        0.0,       3134,        200,       7336,       3335,      10671,       1567,        100,       3179,       1667,       5336,          8,          1,         22,          9,         30,         52,       20.0,         62,     1463.6,     1462.3
      45.053,     45.053,      0.125,        4.3,          0,          0,        1.9,        0.0,        0.0,     3696.1,     3696.1,     1987.2,        1.0,        0.0,        0.0,        0.0,        0.0,       1787,        200,       7976,       1987,       9963,        893,        100,       4449,        994,       4981,         10,          1,         46,         12,         58,         51,       20.0,         61,      779.2,      838.5
      46.053,     46.053,      0.127,        5.9,          0,          0,        1.4,        0.0,        0.0,     3217.6,     3217.6,     2607.1,        1.6,        0.0,        0.0,        0.0,        0.0,       2400,        207,       5778,       2607,       8385,       1200,        104,       3158,       1304,       4193,         19,          2,         45,         20,         65,         52,       20.0,         61,     1076.0,     1139.3
      47.053,     47.053,      0.128,        7.5,          0,          0,        1.8,        0.0,        0.0,     4004.2,     4004.2,     3369.6,        1.8,        0.0,        0.0,        0.0,        0.0,       3148,        222,       7564,       3370,      10934,       1574,        111,       3493,       1685,       5467,         32,          2,         76,         34,        110,         51,       20.0,         61,     1447.0,     1498.3
      48.053,     48.053,      0.131,        9.6,          0,          0,        2.0,        0.0,        0.0,     4378.9,     4378.9,     3892.1,        2.1,        0.0,        0.0,        0.0,        0.0,       3654,        238,       8233,       3892,      12125,       1827,        119,       4082,       1946,       6062,         47,          3,        105,         50,        155,         51,       20.0,         61,     1697.0,     1741.5
      49.053,     49.053,      0.134,       11.6,          0,          0,        1.9,        0.0,        0.0,     4318.0,     4318.0,     4244.1,        2.3,        0.0,        0.0,        0.0,        0.0,       3996,        248,       7643,       4244,      11887,       1998,        124,       4137,       2122,       5943,         62,          4,        118,         65,        183,         52,       20.0,         61,     1865.0,     1907.5
      50.053,     50.053,      0.137,       11.5,          0,          0,       -0.5,        0.0,        0.0,      999.4,      999.4,     3299.4,        1.6,        0.0,        0.0,        0.0,        0.0,       3052,        248,      -2251,       3299,       1048,       1526,        124,       -214,       1650,        524,         47,          4,        -34,         51,         17,         52,       20.0,         61,     1402.5,     1448.9
      51.053,     51.053,      0.140,       11.2,          0,          0,        0.0,        0.0,        0.0,     1291.7,     1291.7,     1814.1,        0.8,        0.0,        0.0,        0.0,        0.0,       1568,        246,        196,       1814,       2010,        784,        123,       -721,        907,       1005,         23,          4,          4,         27,         31,         52,       20.0,         61,      674.9,      729.1
      52.053,     52.053,      0.144,       12.9,          0,          0,        1.8,        0.0,        0.0,     3690.1,     3690.1,     2383.8,        1.2,        0.0,        0.0,        0.0,        0.0,       2131,        253,       7422,       2384,       9806,       1066,        126,       3372,       1192,       4903,         37,          4,        128,         41,        169,         52,       20.0,         61,      951.2,     1002.2
      53.053,     53.053,      0.147,       15.0,          0,          0,        2.2,        0.0,        0.0,     4527.5,     4527.5,     3408.3,        1.8,        0.0,        0.0,        0.0,        0.0,       3148,        261,       9078,       3408,      12487,       1574,        130,       4365,       1704,       6243,         63,          5,        181,         68,        250,         52,       20.0,         61,     1451.3,     1493.4
      54.053,     54.053,      0.152,       15.7,          0,          0,        0.1,        0.0,        0.0,     1917.3,     1917.3,     3462.2,        1.8,        0.0,        0.0,        0.0,        0.0,       3198,        264,        477,       3462,       3939,       1599,        132,       1387,       1731,       1970,         67,          6,         11,         73,         83,         52,       20.0,         61,     1474.5,     1519.2
      55.053,     55.053,      0.156,       15.1,          0,          0,       -0.6,        0.0,        0.0,      535.0,      535.0,     2007.9,        0.9,        0.0,        0.0,        0.0,        0.0,       1747,        261,      -2565,       2008,       -557,        874,        130,      -1226,       1004,       -278,         35,          5,        -52,         40,        -11,         52,       20.0,         61,      763.1,      815.7
      56.053,     56.053,      0.160,       15.2,          0,          0,        0.4,        0.0,        0.0,     1602.6,     1602.6,     1395.8,        0.6,        0.0,        0.0,        0.0,        0.0,       1134,        262,       1531,       1396,       2927,        567,        131,        284,        698,       1463,         23,          5,         31,         28,         60,         52,       20.0,         61,      465.9,      515.3
      57.053,     57.053,      0.165,       16.5,          0,          0,        1.4,        0.0,        0.0,     3058.0,     3058.0,     2031.8,        1.0,        0.0,        0.0,        0.0,        0.0,       1763,        269,       5611,       2032,       7643,        882,        134,       2578,       1016,       3822,         39,          6,        123,         45,        168,         52,       20.0,         61,      769.3,      825.3
      58.053,     58.053,      0.170,       18.1,          0,          0,        1.7,        0.0,        0.0,     3779.4,     3779.4,     2870.1,        1.5,        0.0,        0.0,        0.0,        0.0,       2592,        278,       7076,       2870,       9946,       1296,        139,       3398,       1435,       4973,         63,          7,        171,         69,        241,         52,       20.0,         61,     1176.9,     1226.4
      59.053,     59.053,      0.175,       19.2,          0,          0,        0.7,        0.0,        0.0,     2649.3,     2649.3,     3255.4,        1.7,        0.0,        0.0,        0.0,        0.0,       2972,        284,       2960,       3255,       6216,       1486,        142,       2289,       1628,       3108,         76,          7,         76,         84,        159,         52,       20.0,         61,     1361.8,     1411.2
      60.053,     60.053,      0.180,       19.6,          0,          0,        0.3,        0.0,        0.0,     1934.9,     1934.9,     2638.2,        1.3,        0.0,        0.0,        0.0,        0.0,       2353,        286,       1232,       2638,       3871,       1176,        143,        680,       1319,       1935,         61,          7,         32,         69,        101,         52,       20.0,         61,     1056.8,     1112.7
      61.053,     61.053,      0.186,       19.9,          0,          0,        0.4,        0.0,        0.0,     1949.6,     1949.6,     2198.6,        1.0,        0.0,        0.0,        0.0,        0.0,       1911,        288,       1706,       2199,       3905,        956,        144,        731,       1099,       1952,         51,          8,         45,         58,        104,         52,       20.0,         61,      843.0,      895.8
      62.053,     62.053,      0.191,       20.4,          0,          0,        0.4,        0.0,        0.0,     1861.3,     1861.3,     2046.3,        0.9,        0.0,        0.0,        0.0,        0.0,       1757,        290,       1554,       2046,       3601,        878,        145,        930,       1023,       1800,         48,          8,         42,         56,         98,         52,       20.0,         61,      769.6,      818.5
      63.053,     63.053,      0.197,       20.2,          0,          0,       -0.2,        0.0,        0.0,     1001.7,     1001.7,     1641.0,        0.7,        0.0,        0.0,        0.0,        0.0,       1352,        289,       -843,       1641,        798,        676,        144,       -336,        821,        399,         36,          8,        -23,         44,         22,         52,       20.0,         61,      571.3,      622.2
      64.053,     64.053,      0.202,       20.1,          0,          0,        0.0,        0.0,        0.0,     1081.4,     1081.4,     1266.5,        0.5,        0.0,        0.0,        0.0,        0.0,        978,        288,       -204,       1267,       1062,        489,        144,       -215,        633,        531,         26,          8,         -5,         34,         29,         52,       20.0,         61,      385.9,      442.9
      65.053,     65.053,      0.208,       20.1,          0,          0,        0.0,        0.0,        0.0,     1066.7,     1066.7,     1142.8,        0.4,        0.0,        0.0,        0.0,        0.0,        855,        288,       -126,       1143,       1016,        427,        144,        -68,        571,        508,         23,          8,         -3,         31,         27,         52,       20.0,         61,      326.6,      381.8
      66.053,     66.053,      0.214,       20.0,          0,          0,       -0.1,        0.0,        0.0,     1007.8,     1007.8,     1077.4,        0.4,        0.0,        0.0,        0.0,        0.0,        789,        288,       -252,       1077,        826,        395,        144,       -128,        539,        413,         21,          8,         -7,         29,         22,         52,       20.0,         61,      297.1,      347.7
      67.053,     67.053,      0.219,       19.9,          0,          0,       -0.1,        0.0,        0.0,      908.2,      908.2,     1001.6,        0.3,        0.0,        0.0,        0.0,        0.0,        714,        287,       -497,       1002,        505,        357,        144,       -226,        501,        252,         19,          8,        -13,         27,         13,         52,       20.0,         61,      262.4,      309.1
      68.053,     68.053,      0.225,       19.6,          0,          0,       -0.3,        0.0,        0.0,      630.4,      630.4,      834.7,        0.2,        0.0,        0.0,        0.0,        0.0,        549,        286,      -1226,        835,       -391,        275,        143,       -562,        417,       -196,         14,          7,        -32,         22,        -10,         52,       20.0,         61,      177.7,      232.6
      69.053,     69.053,      0.230,       18.9,          0,          0,       -0.9,        0.0,        0.0,     -207.2,     -207.2,      537.7,        0.0,        0.0,        0.0,        0.0,        0.0,        256,        282,      -3642,        538,      -3104,        128,        141,      -1404,        269,      -1552,          6,          7,        -92,         14,        -78,         52,       20.0,         61,       33.3,       90.3
      70.053,     70.053,      0.235,       17.8,          0,          0,       -1.2,        0.0,        0.0,     -741.1,     -741.1,      -51.5,       -0.3,        0.0,        0.0,        0.0,        0.0,       -328,        276,      -4759,        -52,      -4811,       -164,        138,      -2235,        -26,      -2405,         -8,          7,       -113,         -1,       -114,         52,       20.0,         61,     -264.5,     -194.3
      71.053,     71.053,      0.240,       15.9,          0,          0,       -2.0,        0.0,        0.0,    -2096.7,    -2096.7,     -888.6,       -0.9,        0.0,        0.0,        0.0,        0.0,      -1154,        266,      -8290,       -889,      -9179,       -577,        133,      -3874,       -444,      -4589,        -24,          6,       -176,        -19,       -195,         52,       20.0,         61,     -688.0,     -605.4
      72.053,     72.053,      0.244,       13.6,          0,          0,       -2.4,        0.0,        0.0,    -2891.0,    -2891.0,    -1842.7,       -1.5,        0.0,        0.0,        0.0,        0.0,      -2098,        256,      -9867,      -1843,     -11710,      -1049,        128,      -4797,       -921,      -5855,        -38,          5,       -179,        -33,       -213,         52,       20.0,         61,    -1167.2,    -1079.1
      73.053,     73.053,      0.247,       11.3,          0,          0,       -2.3,        0.0,        0.0,    -3037.7,    -3037.7,    -2507.6,       -1.8,        0.0,        0.0,        0.0,        0.0,      -2754,        247,      -9627,      -2508,     -12135,      -1377,        123,      -4816,      -1254,      -6067,        -41,          4,       -145,        -38,       -183,         52,       20.0,         61,    -1499.4,    -1409.3
      74.053,     74.053,      0.250,        9.0,          0,          0,       -2.3,        0.0,        0.0,    -3101.8,    -3101.8,    -2853.6,       -2.0,        0.0,        0.0,        0.0,        0.0,      -3087,        233,      -9446,      -2854,     -12300,      -1543,        117,      -4740,      -1427,      -6150,        -37,          3,       -113,        -34,       -147,         52,       20.0,         61,    -1665.4,    -1578.9
      75.053,     75.053,      0.252,        7.0,          0,          0,       -1.9,        0.0,        0.0,    -2668.0,    -2668.0,    -2917.0,       -2.0,        0.0,        0.0,        0.0,        0.0,      -3134,        217,      -7936,      -2917,     -10853,      -1567,        108,      -4150,      -1458,      -5427,        -29,          2,        -74,        -27,       -101,         52,       20.0,         61,    -1693.7,    -1597.9
      76.053,     76.053,      0.254,        4.7,          0,          0,       -2.4,        0.0,        0.0,    -3325.9,    -3325.9,    -2966.8,       -2.1,        0.0,        0.0,        0.0,        0.0,      -3168,        201,     -10010,      -2967,     -12977,      -1584,        101,      -4806,      -1483,      -6489,        -20,          1,        -62,        -18,        -81,         52,       20.0,         61,    -1711.9,    -1614.1
      77.053,     77.053,      0.255,        2.7,          0,          0,       -1.7,        0.0,        0.0,    -2465.2,    -2465.2,    -3017.0,       -2.1,        0.0,        0.0,        0.0,        0.0,      -3217,        200,      -7135,      -3017,     -10152,      -1609,        100,      -3949,      -1508,      -5076,        -11,          1,        -26,        -11,        -36,         52,       20.0,         61,    -1730.6,    -1645.3
      78.053,     78.053,      0.255,        1.0,          0,          0,       -2.1,        0.0,        0.0,    -2828.1,    -2828.1,    -2779.4,       -1.9,        0.0,        0.0,        0.0,        0.0,      -2980,        200,      -8552,      -2779,     -11332,      -1490,        100,      -3874,      -1390,      -5666,         -4,          0,        -10,         -4,        -13,         52,       20.0,         61,    -1613.1,    -1523.0
